name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,data_source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Recreation and Parks Properties
Father Alfred E. Boeddeker Park - Brick Pathway Drinking Fountain,373677980970770295,drinking_water,1,1,0,0,37.78433303,-122.41220835,295 Eddy Street,San Francisco,CA,94102,Father Alfred E. Boeddeker Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412208346 37.784333026),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,20,5,10,36,162
Raymond Kimbell Fieldhouse,2021633674666430636,restroom,0,0,0,0,37.78231552898663,-122.43561639361594,Steiner & O'Farrell St,San Francisco,CA,94115,Raymond Kimball Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.435616394 37.782315529),5,Western Addition,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,97,4,11,39,123
Coit Tower,1300996872573206948,restroom,0,0,0,0,37.8024444456651,-122.40586285495309,#1 Telegraph Hill Blvd,San Francisco,CA,94133,Telegraph Hill - Pioneer Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405862855 37.802444446),3,North Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,18,6,3,23,227
Upper Noe Rec Center building,3158456019003072220,restroom,0,0,0,0,37.74244647015993,-122.4284338721812,Day & Sanchez Streets,San Francisco,CA,94131,Upper Noe Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428433872 37.74244647),8,Noe Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,84,9,5,22,100
West Portal Clubhouse,1152567663852889285,restroom,0,0,0,0,37.741683410296105,-122.465307950467,Ulloa & Lenox St,San Francisco,CA,94127,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.46530795 37.74168341),7,West of Twin Peaks,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,46,10,8,41,223
Mission Creek Pavilion,1697454832649394634,restroom,0,0,0,0,37.77313632959885,-122.39368445429092,Channel St,San Francisco,CA,,Mission Creek Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393684454 37.77313633),6,Mission Bay,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,34,1,10,4,
Mission Dolores Park - Turf Drinking Fountain,6712698160424028370,drinking_water,1,0,0,0,37.75947164,-122.42710577,19th & Dolores Streets,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427105774 37.759471644),8,Castro/Upper Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,37,3,5,5,213
Golden Gate Park - Section 7 - Bowling Green Drinking Fountain,1258087348150721059,drinking_water,1,0,0,0,37.76917435,-122.45878342,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 7,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.458783423 37.769174355),7,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,7,11,12,228
States Street Restrooms,9073958045030391586,restroom,0,0,0,0,37.76376981292222,-122.43858249663064,States St,San Francisco,CA,94114,States Street Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438582497 37.763769813),8,Castro/Upper Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,113,7,5,5,107
Willie Woo Woo Wong Playground - Multi-Use Paved Area Drinking Fountain,3381012651267704864,drinking_water,1,0,0,0,37.79362387,-122.40706237,Sacramento Street & Waverly,San Francisco,CA,94108,Willie Woo Woo Wong Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.407062369 37.793623871),3,Chinatown,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,104,6,3,6,92
Patricia's Green in Hayes Valley - Concrete Path Drinking Foutains,8289766285611584053,drinking_water,1,1,0,0,37.77594665,-122.42445427,Octavia Boulevard @ Hayes,San Francisco,CA,94102,Patricia's Green in Hayes Valley,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.424454267 37.775946648),5,Hayes Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,22,4,11,9,189
Bernal Heights Branch Library,5507692796941224450,drinking_water,1,0,0,0,37.73885128400008,-122.41610523099996,500 Cortland Ave,San Francisco,CA,94110,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-19:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.416105231 37.738851284),9,Bernal Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,83,9,2,2,80
Mission Pit Stop - 16th and Mission streets (JCDecaux),1226175465277442641,restroom,0,0,0,0,37.764946,-122.42002,16th and Mission streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.42002 37.764946),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,53,3,2,20,
Mission Pit Stop - 344 14th St.,2466058572733021801,restroom,0,0,0,0,37.768257,-122.421,344 14th St.,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.421 37.768257),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,53,3,2,20,
Castro Pit Stop - Market and Castro streets (JCDecaux),3991774780780772696,restroom,0,0,0,0,37.76277,-122.43481,Market and Castro streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.43481 37.76277),8,Castro/Upper Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,38,3,5,5,
Moscone Rec Center - Drinking Fountain/Cooler,3455732999251252810,drinking_water,1,1,0,0,37.80149195,-122.43324001,1800 Chestnut Street,San Francisco,CA,94123,Moscone Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433240005 37.801491949),2,Marina,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,17,4,6,13,135
"Mission Pit Stop - SFGH, near SE corner of Building 25",731874903109434684,restroom,0,0,0,0,37.75526,-122.40519,"SFGH, near SE corner of Building 25",San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.40519 37.75526),10,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,54,3,9,20,
Crocker Amazon Clubhouse,7495279004308334249,restroom,0,0,0,0,37.71521921026123,-122.4318254881259,Moscow & Italy St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.431825488 37.71521921),11,Excelsior,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,58,9,1,7,158
"Pier 45, Shed A",6920006118133311026,restroom,0,0,0,0,37.7982642,-122.3963875,49 The Embarcadero,San Francisco,CA,94107,,limited_access,,,Daily,Inside Shed A,port,POINT (-122.3963875 37.7982642),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,77,6,3,8,
Douglass Playground - Perennial Bed Drinking Fountains,3378034276036472213,drinking_water,1,0,0,0,37.74791785,-122.43840181,26th & Douglass Street,San Francisco,CA,94131,Douglass Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.438401815 37.747917851),8,Noe Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,57,3,5,22,206
Joseph L. Alioto Performing Arts Piazza - Hardscaped Area Drinking Fountain,5805677958464198751,drinking_water,1,0,0,0,37.77990302,-122.41730591,Grove & Larkin Streets,San Francisco,CA,94102,Joseph L. Alioto Performing Arts Piazza,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.417305906 37.779903018),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,21,4,10,36,57
Noe Valley Branch Library,5439257887640776803,drinking_water,1,0,0,0,37.75022804200006,-122.43509024199994,451 Jersey St,San Francisco,CA,94114,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:12:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.435090242 37.750228042),8,Noe Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,84,3,5,22,
Sgt. John Macaulay Park - Children's Play Area Drinking Fountain,3115582599751189327,drinking_water,1,0,0,0,37.78538704,-122.4182481,Larkin & O Farrell,San Francisco,CA,94109,Sgt. John Macaulay Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.418248099 37.785387039),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,20,5,10,36,113
Betty Ann Ong Chinese Recreation Center,9071085066755205918,restroom,0,0,0,0,37.79427381469167,-122.41169060265194,1199 Mason St,San Francisco,CA,94108,Betty Ann Ong Chinese Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411690603 37.794273815),3,Nob Hill,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,16,6,3,21,155
Parkside Square - Children's Play Area Drinking Fountain,3104945405220519261,drinking_water,1,0,0,0,37.73787938,-122.48463807,28th Ave & Vicente,San Francisco,CA,94116,Parkside Square,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.484638069 37.737879379),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,40,10,7,35,217
Garfield Square Clubhouse,2120452437850770345,restroom,0,0,0,0,37.74990573794819,-122.41234394420202,26th & Harrison St,San Francisco,CA,94110,Garfield Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412343944 37.749905738),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,53,3,2,20,165
Port of San Francisco,2480114164880190808,drinking_water,1,1,0,0,37.79689,-122.39505,Pier 1 on the Embarcadero,San Francisco,CA,94111,,limited_access,08:00:00,17:30:00,Daily,Inside Pier 1,port,POINT (-122.39505 37.79689),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,77,6,3,8,
Golden Gate Park Beach Chalet,5149018087849643472,restroom,0,0,0,0,37.769590008162446,-122.5101143576575,1000 Great Hwy (at Ocean Beach),San Francisco,CA,94122,Golden Gate Park - Section 6,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.510114358 37.769590008),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Adam Rogers Restrooms,5250842426046357015,restroom,0,0,0,0,37.730885207751186,-122.38373284182542,1215 Quesada Ave,San Francisco,CA,94124,Adam Rodgers Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.383732842 37.730885208),10,Bayview Hunters Point,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,86,2,9,1,146
Randall Museum,4121861414795695393,restroom,0,0,0,0,37.764540292509956,-122.43823383003104,Roosevelt & Museum Way,San Francisco,CA,94114,Corona Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43823383 37.764540293),8,Castro/Upper Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,113,7,5,5,202
Mission Pit Stop - Julian Avenue & 15th Street,3416910908677214350,restroom,0,0,0,0,37.766598,-122.42108,Julian Avenue & 15th Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.42108 37.766598),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,53,3,2,20,
Bernal Heights Rec Center,3195322800649596575,restroom,0,0,0,0,37.73831276120168,-122.41599756144736,500 Moultrie St,San Francisco,CA,94110,Bernal Heights Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415997561 37.738312761),9,Bernal Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,83,9,2,2,79
DuPont Courts Restrooms,9157226914370568505,restroom,0,0,0,0,37.782884098004146,-122.49085411247636,30th Ave & Clement,San Francisco,CA,94121,DuPont Tennis Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.490854112 37.782884098),1,Outer Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,8,8,4,29,207
Youngblood Coleman Landscaped Areas,1900201754316035552,restroom,0,0,0,0,37.739210454017055,-122.38573118327993,1398 Hudson Street,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.385731183 37.739210454),10,Bayview Hunters Point,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,86,2,9,1,224
Golden Gate Park - Section 4 - Rose Garden Drinking Fountain,6254315247734318645,drinking_water,1,0,0,0,37.77201682,-122.47114772,Stanyan & Great Hwy,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.471147723 37.772016818),1,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,232
Visitacion Valley Branch Library,5445528273876891131,drinking_water,1,0,0,0,37.71245320600008,-122.40788422599996,201 Leland Ave,San Francisco,CA,94134,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.407884226 37.712453206),10,Visitacion Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,75,9,9,40,
Hayes Valley Playground - Drinking Fountain,2261748545274406525,drinking_water,1,0,0,0,37.77606955,-122.42741294,Hayes & Buchanan St,San Francisco,CA,94102,Hayes Valley Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427412943 37.776069548),5,Hayes Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,22,4,11,9,174
Golden Gate Park Panhandle Restroom Bldg,7206395870757051780,restroom,0,0,0,0,37.77236922544882,-122.44763869301568,Stanyan & Great Hwy,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447638693 37.772369225),5,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,24,7,11,12,229
St. Mary's Rec Center - Dog Play Area Hardscape Drinking Fountain,7777945280870742806,drinking_water,1,0,0,0,37.7329474,-122.42105235,Murray & Justin Drive,San Francisco,CA,94110,St. Mary's Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421052355 37.732947404),9,Bernal Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,93,9,2,2,109
Balboa Park Community Pool,2219492298401891873,restroom,0,0,0,0,37.72640027139981,-122.44323590223314,San Jose Ave & Havelock,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.443235902 37.726400271),11,Outer Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,94,9,1,28,76
Presidio Branch Library,3848458598906265461,drinking_water,1,0,0,0,37.788910970000074,-122.44485234499996,3150 Sacramento St,San Francisco,CA,94115,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.444852345 37.78891097),2,Pacific Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,102,8,6,30,
McLaren Bike Restroom,1992537512030673501,restroom,0,0,0,0,37.714134642807224,-122.42329113242955,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423291132 37.714134643),10,McLaren Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,73,9,9,19,7
Golden Gate Park - Section 6 - North Lake Drinking Fountain,8594153655754958979,drinking_water,1,1,0,0,37.77082793,-122.50299988,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.502999879 37.770827933),1,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,1532798181122981291,drinking_water,1,1,0,0,37.7679981,-122.5082134,Great Hwy (at Ocean Beach),San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508213396 37.767998096),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Balboa Park - Asphalt Pathway Drinking Fountain,9215921655294908970,drinking_water,1,1,0,0,37.72582314,-122.443341,Ocean & San Jose Avenues,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.443340996 37.725823137),11,Outer Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,94,9,1,28,76
Louis Sutter Playground - Drinking Fountain,2358256450809811162,drinking_water,1,1,0,0,37.72220333,-122.41308386,Wayland & University,San Francisco,CA,94134,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.413083859 37.722203325),9,McLaren Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,73,2,2,19,10
Bayview Gateway Park,6601007062272325826,drinking_water,1,1,0,0,37.74671,-122.38634,3rd & Cargo Way,San Francisco,CA,94124,,publicly_accessible,,,Daily,Near benches,port,POINT (-122.38634 37.74671),10,Bayview Hunters Point,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,56,2,9,1,
Lower Great Highway Taraval Restrooms,271232090700619754,restroom,0,0,0,0,37.741426624601985,-122.5070797958313,Great Hwy & Taraval,San Francisco,CA,94116,Lower Great Highway,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507079796 37.741426625),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,39,10,7,35,20
Tenderloin Pit Stop - 701 Ellis St. (at Larkin),6956680928895690187,restroom,0,0,0,0,37.78425,-122.41773,701 Ellis St. (at Larkin),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.41773 37.78425),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,20,5,10,36,
Potrero del Sol maintenance shed,7369807581716614644,restroom,0,0,0,0,37.75010238271907,-122.4053570148707,Potrero & Army,San Francisco,CA,94110,Potrero del Sol,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.405357015 37.750102383),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,54,3,9,20,220
Margaret S.Hayward Playground - Hardscaped Area Drinking Fountain,2179294818867785707,drinking_water,1,0,0,0,37.78126338,-122.42519371,1016 Laguna Street,San Francisco,CA,94102,Margaret S.Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425193707 37.781263381),5,Western Addition,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,100,4,11,39,140
Ferry Building,7030273931982775170,drinking_water,1,1,0,0,37.79542,-122.39363,1 Ferry Building,San Francisco,CA,94111,,limited_access,07:00:00,22:00:00,Daily,2 by the public bathrooms,port,POINT (-122.39363 37.79542),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,108,6,3,8,
Duboce Park - Drinking Fountain 3,2290785160606033347,drinking_water,1,0,0,0,37.76940612,-122.43356966,Duboce & Scott St,San Francisco,CA,94117,Duboce Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.433569662 37.769406116),8,Haight Ashbury,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,28,7,5,3,159
Parkside Square - Children's Play Area Drinking Fountain,4520404747925359459,drinking_water,1,0,0,0,37.73778064,-122.48449476,28th Ave & Vicente,San Francisco,CA,94116,Parkside Square,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.484494758 37.737780643),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,40,10,7,35,217
Golden Gate Valley Branch Library,6026358941900616187,drinking_water,1,0,0,0,37.796788830000025,-122.429023471,1801 Green St,San Francisco,CA,94123,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:12:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.429023471 37.79678883),2,Marina,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,102,4,6,13,
Golden Gate Heights Park - Asphalt Pathway Dog Drinking Fountain,7577232624941035203,drinking_water,1,0,0,1,37.75014593,-122.46853687,12th Ave (off Pacheco) & Rockridge,San Francisco,CA,94116,Golden Gate Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468536866 37.750145934),7,Inner Sunset,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,44,10,8,14,48
Lafayette Park Restrooms,4944039720054315216,restroom,0,0,0,0,37.7917241257792,-122.428152927323,Washington & Laguna St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428152927 37.791724126),2,Pacific Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,102,4,6,30,212
Lincoln Park Restrooms,1342337739062596248,restroom,0,0,0,0,37.78422005078599,-122.50182639942412,34th Avenue & Clement,San Francisco,CA,94121,Lincoln Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.501826399 37.784220051),1,Lincoln Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,7,8,4,17,52
Potrero Branch Library,4782384906586179379,drinking_water,1,0,0,0,37.760135940000055,-122.39766410099998,1616 20th St,San Francisco,CA,94107,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.397664101 37.76013594),10,Potrero Hill,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,54,2,9,26,
Coffman Community Pool,8800887384107998647,restroom,0,0,0,0,37.71335158926523,-122.41572366647277,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415723666 37.713351589),10,McLaren Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,73,9,9,19,15
Stern: Trocadero Clubhouse,8133832864124121718,restroom,0,0,0,0,37.736172345084874,-122.47791731518235,19th Ave & Sloat Blvd,San Francisco,CA,94132,Sigmund Stern Recreation Grove,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477917315 37.736172345),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,40,10,7,35,112
Helen Wills Playground - Concrete Hardscaped Area Drinking Fountain,2231341777155569139,drinking_water,1,0,0,0,37.79571825,-122.42048044,Broadway & Larkin,San Francisco,CA,94109,Helen Wills Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420480439 37.795718247),3,Russian Hill,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,105,4,3,32,175
South Sunset Clubhouse,7164518970109990344,restroom,0,0,0,0,37.73806926299069,-122.49828821737344,40th Ave & Vicente St,San Francisco,CA,94116,South Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498288217 37.738069263),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,40,10,7,35,110
Glen Park Branch Library,1697779997800312692,drinking_water,1,0,0,0,37.733980204000034,-122.43383315499995,2825 Diamond St,San Francisco,CA,94131,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.433833155 37.733980204),8,Glen Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,96,9,5,10,
Lafayette Park - Dog Play Area Drinking Fountain 1,1645945423523718393,drinking_water,1,0,0,0,37.79101422,-122.4273439,Gough & Washington Streets,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427343901 37.791014216),2,Pacific Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,102,4,6,30,212
Mechanics Plaza at Battery/Market,4010859251661602629,drinking_water,0,1,0,0,37.79129,-122.399052,456 Market St,San Francisco,CA,94104,,publicly_accessible,,,Daily,,puc,POINT (-122.399052 37.79129),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,108,6,3,8,
Parkside Branch Library,580239198389475256,drinking_water,1,0,0,0,37.74316235800006,-122.47934506399997,1200 Taraval St,San Francisco,CA,94116,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.479345064 37.743162358),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,40,10,7,35,
Golden Gate Park Polo Field North Restrooms,4046357852653494848,restroom,0,0,0,0,37.769420725991665,-122.4930999167312,,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.493099917 37.769420726),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,233
Alta: Restrooms,6158554384647289115,restroom,0,0,0,0,37.79124662419001,-122.43816772738802,Jackson & Steiner,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438167727 37.791246624),2,Pacific Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,102,4,6,30,149
Holly Park Bathrooms,275861013704290853,restroom,0,0,0,0,37.737122501096984,-122.42058678294492,Holly Park Cir,San Francisco,CA,94110,Holly Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420586783 37.737122501),9,Bernal Heights,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,61,9,2,2,47
Mission Pit Stop - 3100 26th Street,8331964738456881686,restroom,0,0,0,0,37.749447,-122.41162,3100 26th Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.41162 37.749447),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,53,3,2,20,
